SMILES,PAMPA,cluster,LogP,Num_Atoms,MolWt,MaxAbsPartialCharge,MinAbsPartialCharge,MaxPartialCharge,MinPartialCharge,NumRotatableBonds,NumAliphaticRings,NumAromaticRings,TPSA,Nchiral,NumHDonors,NumHAcceptors,t-SNE1,t-SNE2
CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N1C,-5.07,1,2.8335000000000097,57,793.510197484,0.3424960782498592,0.0016798283944581883,0.2456756645195106,-0.3424960782498592,8,3,1,159.75,7,2,7,31.290243,13.040255
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccc3c(c2)OCO3)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.45,1,4.042900000000007,58,802.4629129440001,0.45359547490451757,0.0016794722583311883,0.24564714865610537,-0.45359547490451757,13,3,2,157.9,4,2,8,-2.2232614,-17.07381
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.35,1,2.8425000000000047,50,696.45743364,0.3427880378163307,0.001671681294585621,0.24555556370736434,-0.3427880378163307,8,2,1,139.44000000000003,6,2,6,20.478722,24.401276
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.82,1,2.540800000000008,56,779.49454742,0.3427559810074446,0.001679827385977265,0.24567566382150094,-0.3427559810074446,10,3,1,177.32999999999998,6,4,7,9.538625,6.7310567
CCCCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.41,1,2.7917000000000067,49,682.441783576,0.3427559810054115,0.0016794722465252666,0.24546104069651545,-0.3427559810054115,12,2,1,148.23,4,3,6,11.670721,-13.701435
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.67,1,3.478700000000007,54,744.45743364,0.3507303665513187,0.0016796728485690472,0.2454610795192201,-0.3507303665513187,10,2,2,148.23,5,3,6,23.627985,-13.404199
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-4.95,1,3.175700000000008,58,807.525847548,0.34218020649236686,0.0016798283944581883,0.2456756645195106,-0.34218020649236686,8,3,1,150.96,7,1,7,34.64222,17.414717
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-5.69,1,3.389900000000006,53,730.441783576,0.34249607962653866,0.0016794722524167871,0.24564713124957813,-0.34249607962653866,10,2,2,139.44,4,2,6,22.003853,-13.852691
CSCC[C@H]1C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N2CCC[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N1C,-7.06,1,1.593600000000011,66,943.556496044,0.34250566350307793,0.004553025039168198,0.24555948559203716,-0.34250566350307793,8,5,0,209.16,9,3,10,46.48835,13.655642
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,-6.49,1,2.5003000000000064,49,682.441783576,0.34279607165353404,0.0016716812903467243,0.2455555626935919,-0.34279607165353404,8,2,1,148.23,6,3,6,18.754755,22.96454
CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-6.22,1,3.0387000000000084,59,813.4788973560001,0.3427475378953129,0.001679827385977265,0.245675663821508,-0.3427475378953129,10,3,2,168.54,5,3,7,30.811413,-22.642853
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,-5.65,1,3.0780000000000083,60,827.49454742,0.3507239400900596,0.0016798283901974958,0.24567554402744615,-0.3507239400900596,8,3,2,168.54,7,3,7,23.225134,-68.75807
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,-5.07,1,2.833500000000008,57,793.510197484,0.34250586143538875,0.0016798283944581883,0.24567566451950354,-0.34250586143538875,8,3,1,159.75,7,2,7,34.700893,12.184783
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.05,1,3.2342000000000075,51,710.473083704,0.3424960796265532,0.0016796728528047033,0.2454611993698888,-0.3424960796265532,10,2,1,139.44,5,2,6,19.972319,-0.12791137
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.3,1,3.3809000000000085,60,827.49454742,0.34249607962653866,0.0016796277936310454,0.24567546274948446,-0.34249607962653866,10,3,2,159.75,5,2,7,26.745634,-23.229332
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-4.93,1,2.833500000000008,57,793.510197484,0.34250586143538875,0.0016798283944581883,0.24567566451950354,-0.34250586143538875,8,3,1,159.75,7,2,7,30.798037,13.131896
CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N1C,-5.61,1,2.9892000000000065,59,813.4788973560001,0.34279201694905553,0.0016796277893677358,0.24567534194342147,-0.34279201694905553,8,3,2,159.75,6,2,7,27.896687,-74.548836
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-6.36,1,3.3809000000000085,60,827.49454742,0.34249607962653866,0.0016796277936310454,0.24567546274948446,-0.34249607962653866,10,3,2,159.75,5,2,7,26.93622,-23.840797
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-4.86,1,3.2342000000000075,51,710.473083704,0.34274793841506473,0.0016796728485690472,0.24555556269357984,-0.34274793841506473,10,2,1,139.44,5,2,6,19.103113,-0.2220422
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.04,1,3.3314000000000092,60,827.49454742,0.34218020649236686,0.0016798283944581883,0.2456756645195106,-0.34218020649236686,8,3,2,150.96,6,1,7,32.81889,-72.13092
CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N1C,-5.02,1,2.8425000000000065,50,696.45743364,0.3427880378163307,0.001671681294585621,0.24555556370736434,-0.3427880378163307,8,2,1,139.44,6,2,6,20.613491,26.260569
CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,-5.5,1,4.104200000000011,63,869.5414976120001,0.3507238951060129,0.0016798283901875912,0.2456755427603624,-0.3507238951060129,10,3,2,168.54,7,3,7,21.794012,-64.3962
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C1=O,-8.11,1,6.290100000000009,62,850.53568396,0.34250668944498475,0.0017018152255660938,0.24546116366494605,-0.34250668944498475,16,2,3,139.44,4,2,6,12.60287,-17.508554
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-5.1,1,3.732100000000006,54,744.45743364,0.3424318206418586,0.0016794722524167871,0.24564713226392743,-0.3424318206418586,10,2,2,130.65,4,1,6,20.968699,-15.118873
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-5.08,1,2.998200000000004,52,716.426133512,0.3427880378163161,0.001671681294585621,0.24564320761048916,-0.3427880378163161,8,2,2,139.44000000000003,5,2,6,6.211299,-75.653305
CCCCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-5.13,1,2.7917000000000067,49,682.441783576,0.3427559810054115,0.0016794722465252666,0.24546104069651545,-0.3427559810054115,12,2,1,148.23,4,3,6,11.756636,-13.851364
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.2,1,3.22520000000001,58,807.525847548,0.3424960796265532,0.0016798283944608233,0.24567566483350906,-0.3424960796265532,10,3,1,159.75,6,2,7,7.7360597,12.954874
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-6.21,1,3.536600000000006,62,847.463247292,0.3427476915803283,0.0016796277936310454,0.24567546274947746,-0.3427476915803283,10,3,3,159.75,4,2,7,17.51549,-35.05915
CCCCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@H]2C(=O)N(CCCOC(C)C)CC(=O)N[C@H](Cc2ccccc2)C1=O,-4.86,1,3.929100000000009,55,768.5149485159999,0.37872781868083016,0.0016794722507745205,0.24546116054733322,-0.37872781868083016,16,2,1,148.67,4,2,7,9.352056,-15.32548
CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,-5.61,1,4.602100000000008,66,903.525847548,0.350723895106005,0.0016798283901875912,0.2456755427603624,-0.350723895106005,10,3,3,159.75,6,2,7,14.515811,-49.534187
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.35,1,3.3899000000000035,53,730.441783576,0.3427476915780361,0.0016796728485690472,0.2454610795192271,-0.3427476915780361,10,2,2,139.44,4,2,6,21.954157,-14.671305
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,-5.12,1,3.175700000000008,58,807.525847548,0.34218020649236686,0.0016798283944581883,0.2456756645195106,-0.34218020649236686,8,3,1,150.96,7,1,7,34.725594,18.30322
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,-5.5,1,2.833500000000008,57,793.510197484,0.34279201694905553,0.0016798283901974958,0.24567554402744615,-0.34279201694905553,8,3,1,159.75,7,2,7,33.326366,13.31408
CC(C)CN1CC(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCCCC1=O,-7.21,1,1.003300000000002,31,430.25800556799993,0.3543076417526287,0.0016713286933497072,0.24244988359911238,-0.3543076417526287,4,1,1,107.61000000000001,2,3,4,-69.80195,38.42289
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-6.15,1,2.883000000000009,57,793.510197484,0.3427479384173569,0.001679827385977265,0.24567566382150094,-0.3427479384173569,10,3,1,168.54,6,3,7,9.597763,9.41485
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-5.7,1,3.887800000000004,56,764.426133512,0.3424318206418586,0.0016794722524167871,0.24564692976607938,-0.3424318206418586,10,2,3,130.65,3,1,6,15.8519945,-30.712221
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-5.79,1,3.0780000000000083,60,827.49454742,0.3507239400900596,0.0016798283901974958,0.24567554402744615,-0.3507239400900596,8,3,2,168.54000000000002,7,3,7,23.526974,-68.21351
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-6.95,1,2.540800000000008,56,779.49454742,0.3427559810074446,0.001679827385977265,0.24567566382150094,-0.3427559810074446,10,3,1,177.32999999999998,6,4,7,7.7304034,7.1299644
CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,-6.06,1,2.833500000000009,57,793.510197484,0.34279201694905553,0.0016798283901974958,0.24567554402744615,-0.34279201694905553,8,3,1,159.75,7,2,7,34.50028,12.050272
CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N1C,-5.18,1,2.4913000000000087,56,779.49454742,0.3427920169533081,0.0016798283901974958,0.24567554402744615,-0.3427920169533081,8,3,1,168.54,7,3,7,33.641617,8.615457
CC(C)C[C@H]1C(=O)N(C)[C@H](C(C)C)C(=O)N[C@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N1C,-7.02,1,2.8122000000000105,77,1074.68413908,0.34279206351383473,0.001679829983823391,0.24567566754633685,-0.34279206351383473,9,4,1,229.47,10,3,10,48.02489,16.38756
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-4.83,1,3.2342000000000075,51,710.473083704,0.3424960796265532,0.0016796728528047033,0.2454611993698888,-0.3424960796265532,10,2,1,139.44,5,2,6,19.834337,-0.20903094
CC(C)C[C@@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.48,1,2.998200000000004,52,716.426133512,0.3427877912724462,0.0016716812946001446,0.24555536131157596,-0.3427877912724462,8,2,2,139.44,5,2,6,6.7135744,-76.176994
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.18,1,3.175700000000008,58,807.525847548,0.34218020649236686,0.0016798283944581883,0.2456756645195106,-0.34218020649236686,8,3,1,150.96,7,1,7,34.60377,17.590929
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.08,1,3.175700000000008,58,807.525847548,0.34218020649236686,0.0016798283944581883,0.2456756645195106,-0.34218020649236686,8,3,1,150.96,7,1,7,34.77361,18.361164
CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,-4.87,1,3.1847000000000074,51,710.473083704,0.34218040631464586,0.001679629823451933,0.24555556370736437,-0.34218040631464586,8,2,1,130.65,6,1,6,22.63912,27.701836
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.21,1,3.3809000000000085,60,827.49454742,0.34249607962653866,0.0016796277936310454,0.24567546274948446,-0.34249607962653866,10,3,2,159.75,5,2,7,26.536554,-22.894346
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.04,1,3.0780000000000083,60,827.49454742,0.3507239400900596,0.0016798283901974958,0.24567554402744615,-0.3507239400900596,8,3,2,168.54000000000002,7,3,7,23.043827,-68.87181
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.6,1,3.0387000000000066,59,813.4788973560001,0.3427476915803283,0.001679827385977265,0.24567566382150094,-0.3427476915803283,10,3,2,168.54,5,3,7,29.942492,-22.77924
CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-6.0,1,2.8335000000000097,57,793.510197484,0.3424960782498592,0.0016798283944581883,0.2456756645195106,-0.3424960782498592,8,3,1,159.75,7,2,7,31.335503,13.25666
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.85,1,3.567400000000011,59,821.5414976120001,0.3421802064923643,0.0016798283944608233,0.24567566483350906,-0.3421802064923643,10,3,1,150.96,6,1,7,9.642151,15.765208
CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.64,1,3.536600000000007,62,847.463247292,0.34274753789103807,0.0016796277936310454,0.24567546274948449,-0.34274753789103807,10,3,3,159.75,4,2,7,17.529387,-34.930786
CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,-5.46,1,4.766800000000005,61,826.441783576,0.35071991737040853,0.0016712898589154852,0.24564692976607239,-0.35071991737040853,10,2,4,139.44,4,2,6,13.613351,-41.32564
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.89,1,3.0477000000000043,52,716.426133512,0.3427476915780361,0.0016796718400882975,0.24546107850722815,-0.3427476915780361,10,2,2,148.23,4,3,6,22.435093,-12.836958
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N1C,-6.02,1,3.087000000000005,53,730.441783576,0.3507239400900596,0.001671681294585621,0.24529965761995304,-0.3507239400900596,8,2,2,148.23,6,3,6,8.309318,-71.87592
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.42,1,2.989200000000009,59,813.4788973560001,0.3425042707155879,0.001679827385974629,0.24567566350750955,-0.3425042707155879,8,3,2,159.75000000000003,6,2,7,28.356619,-74.040085
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,-5.43,1,2.833500000000008,57,793.510197484,0.34250586143538875,0.0016798283944581883,0.24567566451950354,-0.34250586143538875,8,3,1,159.75,7,2,7,34.88563,12.044002
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-4.97,1,3.22520000000001,58,807.525847548,0.3424960796265532,0.0016798283944608233,0.24567566483350906,-0.3424960796265532,10,3,1,159.75,6,2,7,9.250011,13.286404
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.31,1,3.4202000000000083,61,841.510197484,0.350723940086794,0.0016798283944581883,0.2456756645195106,-0.350723940086794,8,3,2,159.75,7,2,7,25.71916,-69.78927
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](CC(C)C)C1=O,-7.39,1,4.771000000000005,53,758.449761416,0.34274769280277095,0.010065886405616164,0.24564713128700152,-0.34274769280277095,13,2,1,139.44,4,2,6,13.974186,-14.597161
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.78,1,3.0780000000000083,60,827.49454742,0.35073036517930084,0.0016798283944581883,0.24567566451950354,-0.35073036517930084,8,3,2,168.54,7,3,7,22.796206,-70.641335
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,-5.02,1,3.1847000000000065,51,710.473083704,0.34218040631464586,0.001679629823451933,0.24555556370736437,-0.34218040631464586,8,2,1,130.65,6,1,6,22.71299,27.696493
CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](Cc2ccc(F)c(F)c2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.82,1,3.130000000000015,82,1139.586710788,0.4583750977330724,0.0016716850755441888,0.3287088359497288,-0.4583750977330724,14,3,3,253.03999999999996,10,5,11,43.08622,-46.58246
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-5.77,1,3.575900000000007,63,861.4788973560001,0.350975416880636,0.0016798283944581883,0.2456756645195106,-0.350975416880636,8,3,3,159.75,6,2,7,10.294229,-45.877014
CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.73,1,2.9892000000000083,59,813.4788973560001,0.34279177040517106,0.0016798283901974958,0.24567554402744615,-0.34279177040517106,8,3,2,159.75,6,2,7,28.248976,-74.02238
