SMILES,PAMPA,cluster,LogP,Num_Atoms,MolWt,MaxAbsPartialCharge,MinAbsPartialCharge,MaxPartialCharge,MinPartialCharge,NumRotatableBonds,NumAliphaticRings,NumAromaticRings,TPSA,Nchiral,NumHDonors,NumHAcceptors,t-SNE1,t-SNE2
CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N1C,-5.65,1,2.4913000000000087,56,779.49454742,0.3427920169533081,0.0016798283901974,0.2456755440274461,-0.3427920169533081,8,3,1,168.54,7,3,7,-34.021584,-24.795471
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.81,1,3.3809000000000067,60,827.49454742,0.3425042720981994,0.0016798273859772,0.245675663821508,-0.3425042720981994,10,3,2,159.75,5,2,7,1.8036661,-61.1399
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.64,1,2.540800000000008,56,779.49454742,0.3427559810074446,0.0016798273859772,0.2456756638215009,-0.3427559810074446,10,3,1,177.32999999999998,6,4,7,5.0493126,-8.435305
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.99,1,3.22520000000001,58,807.525847548,0.3427479384173569,0.0016798283944608,0.245675664833502,-0.3427479384173569,10,3,1,159.75,6,2,7,7.3059483,-11.385418
CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N1C,-4.0,1,3.1847000000000074,51,710.473083704,0.3421804063146458,0.0016796298234519,0.2455555637073643,-0.3421804063146458,8,2,1,130.65,6,1,6,-24.569628,-12.262123
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N1C,-5.84,1,3.487100000000005,62,847.463247292,0.3424316641236212,0.0016796277936284,0.245675462435486,-0.3424316641236212,8,3,3,150.96,5,1,7,-16.952707,-84.343605
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.76,1,3.0387000000000084,59,813.4788973560001,0.3427559810074446,0.001679627793631,0.2456754627494774,-0.3427559810074446,10,3,2,168.54,5,3,7,-7.4327173,-55.121353
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N1C,-6.26,1,3.575900000000005,63,861.4788973560001,0.350723940086794,0.0016796277936284,0.245675462435486,-0.350723940086794,8,3,3,159.75,6,2,7,-15.865914,-83.44635
CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,-5.55,1,2.5003000000000064,49,682.441783576,0.3425042707188708,0.0016796288149719,0.2454072045578834,-0.3425042707188708,8,2,1,148.23000000000002,6,3,6,-20.35823,-15.574646
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N1C,-5.69,1,3.087000000000005,53,730.441783576,0.3507239400868018,0.0016796288149719,0.2454072045578834,-0.3507239400868018,8,2,2,148.23000000000002,6,3,6,-34.671093,-51.14435
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,-5.6,1,4.259900000000005,65,889.510197484,0.3507238931473516,0.0016798283901875,0.2456755427603624,-0.3507238931473516,10,3,3,168.54000000000002,6,3,7,-11.972085,-78.7404
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.9,1,3.4697000000000093,61,841.510197484,0.3507303665513187,0.0016798283944608,0.245675664833502,-0.3507303665513187,10,3,2,168.54,6,3,7,0.6103038,-58.583775
CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,-5.6,1,2.9892000000000065,59,813.4788973560001,0.342792016949041,0.0016798283901974,0.2456755440274461,-0.342792016949041,8,3,2,159.75,6,2,7,-46.650604,-53.977997
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,-5.27,1,3.175700000000009,58,807.525847548,0.3421802064923668,0.0016798283944581,0.2456756645195106,-0.3421802064923668,8,3,1,150.96,7,1,7,-37.210045,-22.201391
CCCCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CCCOC(C)C)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.19,1,3.586900000000008,54,754.499298452,0.3787278186808301,0.0016794722465388,0.2454610406965291,-0.3787278186808301,16,2,1,157.45999999999998,4,3,7,6.830358,-38.557583
CCC[C@@H]1C(=O)N(C)[C@@H](CC2CCCCC2)C(=O)N[C@@H](CC2CCCCC2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N1C,-7.18,1,5.176900000000007,59,820.546248644,0.5079666451555881,0.0018843202960062,0.245340122211619,-0.5079666451555881,10,4,1,159.67,6,3,7,-26.028921,-47.828167
CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N1C,-5.25,1,2.998200000000004,52,716.426133512,0.3427880378163161,0.0016716812945856,0.2456432076104891,-0.3427880378163161,8,2,2,139.44,5,2,6,-33.5033,-61.455147
CC(C)C[C@H]1C(=O)N(C)CCCCCCN[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,-4.5,1,2.939700000000002,34,472.341341268,0.3439726317187078,0.0033224347802835,0.2449992649726905,-0.3439726317187078,4,1,1,72.96,3,1,4,-2.182623,6.711463
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.29,1,3.567400000000011,59,821.5414976120001,0.3421802064923643,0.0016798283944608,0.245675664833509,-0.3421802064923643,10,3,1,150.96,6,1,7,9.558301,-11.784223
CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.03,1,3.3314000000000075,60,827.49454742,0.3421802064923669,0.0016798283944581,0.2456756645195106,-0.3421802064923669,8,3,2,150.96,6,1,7,-48.151794,-53.278557
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,-5.58,1,3.429200000000006,54,744.45743364,0.350723940086794,0.0016796298234519,0.2454072055698818,-0.350723940086794,8,2,2,139.44,6,2,6,-34.809437,-52.546482
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.77,1,3.0387000000000066,59,813.4788973560001,0.3427476915803283,0.0016798273859772,0.2456756638215009,-0.3427476915803283,10,3,2,168.54,5,3,7,-1.3850337,-59.674763
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.1,1,3.340400000000005,53,730.441783576,0.3421804063146312,0.0016796298234665,0.2455553613115759,-0.3421804063146312,8,2,2,130.65,5,1,6,-35.083588,-58.667454
CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N1C,-4.81,1,3.340400000000005,53,730.441783576,0.3421804063146458,0.0016796298234519,0.2456432086232627,-0.3421804063146458,8,2,2,130.65,5,1,6,-34.559002,-59.695995
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N1C,-5.69,1,3.0780000000000083,60,827.49454742,0.3507239400900596,0.0016798283901974,0.2456755440274461,-0.3507239400900596,8,3,2,168.54,7,3,7,-44.838036,-47.63244
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N1C,-5.97,1,4.259900000000006,65,889.510197484,0.350724028607205,0.0016796277893578,0.2456753406763377,-0.350724028607205,10,3,3,168.54,6,3,7,-12.07287,-78.609886
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccc3c(c2)OCO3)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-6.06,1,4.042900000000007,58,802.4629129440001,0.4535954749045175,0.0016794722583311,0.2456471486561053,-0.4535954749045175,13,3,2,157.9,4,2,8,12.705966,-47.70751
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,-5.74,1,4.757800000000007,68,923.49454742,0.350723895106005,0.0016796277893578,0.2456753406763377,-0.350723895106005,10,3,4,159.75,5,2,7,-7.5745773,-74.051025
CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.68,1,2.833500000000009,57,793.510197484,0.3425042707155879,0.0016798273859746,0.2456756635075095,-0.3425042707155879,8,3,1,159.75,7,2,7,-35.486195,-21.836733
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.96,1,3.233700000000007,62,847.463247292,0.3509754168838875,0.0016798283901974,0.2456755440274461,-0.3509754168838875,8,3,3,168.54000000000002,6,3,7,-15.3100815,-82.895355
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.11,1,3.567400000000011,59,821.5414976120001,0.3421802064923643,0.0016798283944608,0.245675664833509,-0.3421802064923643,10,3,1,150.96,6,1,7,9.661841,-11.110386
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N1C,-4.89,1,3.429200000000006,54,744.45743364,0.350723940086794,0.0016796298234519,0.2454072055698818,-0.350723940086794,8,2,2,139.44,6,2,6,-35.120323,-51.833622
CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.39,1,3.175700000000009,58,807.525847548,0.3421802064923668,0.0016798283944581,0.2456756645195106,-0.3421802064923668,8,3,1,150.96,7,1,7,-36.769466,-21.830837
CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.9,1,2.9892000000000074,59,813.4788973560001,0.3424960782498446,0.0016796277936284,0.245675462435486,-0.3424960782498446,8,3,2,159.75,6,2,7,-51.723824,-55.220074
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccc3c(c2)OCO3)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C1=O,-8.89,1,5.196100000000008,62,852.478563008,0.4535954749045175,0.0017018152331228,0.2456471486561053,-0.4535954749045175,13,3,3,157.9,4,2,8,12.041107,-47.856518
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.57,1,3.22520000000001,58,807.525847548,0.3425042707155879,0.0016798273859772,0.245675663821508,-0.3425042707155879,10,3,1,159.75,6,2,7,8.313041,-13.256996
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.27,1,2.8425000000000047,50,696.45743364,0.3427880378163307,0.0016716812945856,0.2455555637073643,-0.3427880378163307,8,2,1,139.44000000000003,6,2,6,-22.336298,-13.892184
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,-6.45,1,2.491300000000008,56,779.49454742,0.3427920169490555,0.0016798273817139,0.245675543015445,-0.3427920169490555,8,3,1,168.54000000000002,7,3,7,-33.674362,-28.39817
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,-6.11,1,2.491300000000007,56,779.49454742,0.3428000507863664,0.0016798283901974,0.2456755440274391,-0.3428000507863664,8,3,1,168.54000000000002,7,3,7,-32.921196,-24.513594
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-5.13,1,3.389900000000005,53,730.441783576,0.3427479384150648,0.0016794722481811,0.2456471322639274,-0.3427479384150648,10,2,2,139.44,4,2,6,-2.9122832,-48.200928
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.19,1,4.455400000000005,57,786.504383832,0.3507199159911186,0.0016714904449697,0.2455555637072776,-0.3507199159911186,10,2,2,139.44000000000003,6,2,6,-34.393436,-45.653046
CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,-5.66,1,4.602100000000008,66,903.525847548,0.350723895106005,0.0016796277893578,0.2456753406763377,-0.350723895106005,10,3,3,159.75,6,2,7,-11.959458,-79.78607
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,-5.57,1,3.3314000000000066,60,827.49454742,0.3424316641236212,0.0016796277936284,0.245675462435486,-0.3424316641236212,8,3,2,150.96,6,1,7,-51.088104,-53.775963
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N1C,-6.31,1,2.744800000000005,52,716.426133512,0.3507239400900674,0.0016716802861817,0.2447838740581062,-0.3507239400900674,8,2,2,157.02,6,4,6,-33.59362,-50.786377
CC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC2CCCCC2)C(=O)N[C@@H](CC(C)C)C(=O)N1C,-6.1,1,3.9603000000000064,51,716.520033896,0.3424962736107945,0.010076584473168,0.2453397465324739,-0.3424962736107945,9,3,0,139.44,6,2,6,-6.4240556,-12.7025585
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-4.74,1,2.8425000000000056,50,696.45743364,0.3424960782498592,0.0016796298234519,0.2454072055698818,-0.3424960782498592,8,2,1,139.44,6,2,6,-22.371166,-13.8836565
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-5.21,1,2.998200000000004,52,716.426133512,0.3425056145955875,0.0016796298191985,0.2454273917602987,-0.3425056145955875,8,2,2,139.44000000000003,5,2,6,-33.49885,-61.340725
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-4.82,1,3.5764000000000085,52,724.488733768,0.3421803630109017,0.0016796728528047,0.2455555637073522,-0.3421803630109017,10,2,1,130.65,5,1,6,-1.7315615,-24.330877
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.83,1,3.3809000000000085,60,827.49454742,0.3427479384173569,0.001679627793631,0.2456754627494774,-0.3427479384173569,10,3,2,159.75,5,2,7,-2.5002787,-58.038483
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.22,1,3.3809000000000085,60,827.49454742,0.3424960796265386,0.001679627793631,0.2456754627494844,-0.3424960796265386,10,3,2,159.75,5,2,7,2.3087945,-57.8888
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,-5.4,1,2.9892000000000065,59,813.4788973560001,0.3425058614353887,0.0016796277936284,0.245675462435479,-0.3425058614353887,8,3,2,159.75,6,2,7,-51.444252,-55.02754
CCCCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-4.95,1,3.586900000000008,54,754.499298452,0.3787278186808301,0.0016794722465388,0.2454610406965291,-0.3787278186808301,16,2,1,157.45999999999998,4,3,7,7.134788,-38.936436
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@H]2C(=O)N(CCCOC(C)C)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.09,1,3.929100000000009,55,768.5149485159999,0.3787278186808301,0.0016794722507745,0.2454611605473332,-0.3787278186808301,16,2,1,148.67,4,2,7,6.037514,-38.40058
CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N1C,-5.2,1,2.998200000000004,52,716.426133512,0.3427880378163161,0.0016716812945856,0.2456432076104891,-0.3427880378163161,8,2,2,139.44,5,2,6,-33.560516,-61.52058
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-6.11,1,3.0477000000000043,52,716.426133512,0.3427476915780361,0.0016796718400882,0.2454610785072281,-0.3427476915780361,10,2,2,148.23,4,3,6,-6.3411837,-47.436703
CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N1C,-5.96,1,2.9892000000000065,59,813.4788973560001,0.342792016949041,0.0016798283901974,0.2456755440274461,-0.342792016949041,8,3,2,159.75,6,2,7,-48.882072,-54.99016
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.44,1,3.4202000000000083,61,841.510197484,0.350723940086794,0.0016798283944581,0.2456756645195106,-0.350723940086794,8,3,2,159.75,7,2,7,-44.899834,-46.480717
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCC[C@H](C)C(=O)N[C@@H](C)C(=O)N1C,-6.01,1,1.637800000000002,33,458.289305696,0.3543074603167294,0.0016713313004442,0.2447826248152486,-0.3543074603167294,4,1,1,107.61,4,3,4,-2.1754048,6.516667
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,-5.17,1,3.175700000000009,58,807.525847548,0.3421802064923668,0.0016798283944581,0.2456756645195106,-0.3421802064923668,8,3,1,150.96,7,1,7,-36.903885,-24.429605
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.89,1,3.144900000000005,61,833.447597228,0.342791770405171,0.0016796277893677,0.2456753419434214,-0.342791770405171,8,3,3,159.75,5,2,7,-17.298819,-84.270874
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.03,1,2.8920000000000066,50,696.45743364,0.3427559810051525,0.001679672848569,0.2454610795192201,-0.3427559810051525,10,2,1,148.23,5,3,6,-4.157664,-21.248938
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.14,1,3.22520000000001,58,807.525847548,0.3424960796265532,0.0016798283944608,0.245675664833509,-0.3424960796265532,10,3,1,159.75,6,2,7,8.31629,-13.30296
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.9,1,3.22520000000001,58,807.525847548,0.3425042707155879,0.0016798273859772,0.245675663821508,-0.3425042707155879,10,3,1,159.75,6,2,7,9.390363,-10.82192
CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N1C,-5.59,1,3.175700000000009,58,807.525847548,0.3421802064923668,0.0016798283944581,0.2456756645195106,-0.3421802064923668,8,3,1,150.96,7,1,7,-36.919792,-21.820145
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.61,1,3.8119000000000094,62,855.525847548,0.3507239414633583,0.0016798283944608,0.245675664833509,-0.3507239414633583,10,3,2,159.75,6,2,7,4.3568606,-58.269215
